benchmark,machine,gvn_base,simpl,pre,assumption,regalloc,stat_name,stat_value,run_id
505.mcf_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,75.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,411.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,157.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1127.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,1
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,5816.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,2078.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1794.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,77.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7593.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,77.0,1
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,23644.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,105.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,11.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,126.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,1
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,186.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,84.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,15.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,4.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,419.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,4.0,1
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,910.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,107.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,115.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,1.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,104.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,1.0,1
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,451.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,105.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,11.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,126.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,1
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,186.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,137.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,280.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,3.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1913.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,3.0,1
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,2594.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,7001.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,3828.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,6.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,10604.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,6.0,1
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,42509.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,137.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,280.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,3.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1913.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,3.0,1
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,2594.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,391.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,695.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,2038.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,1
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9993.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,391.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,695.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,2038.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,1
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9993.0,1
519.lbm_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,11.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,16224.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1628.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,14.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7389.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,14.0,1
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,21450.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,2078.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1794.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,77.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7593.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,77.0,1
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,23644.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,1223.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1096.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,3271.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,1
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9655.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,1223.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1096.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,3271.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,1
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9655.0,1
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,138.0,1
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,203.0,1
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,163.0,1
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4319.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,655.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,52.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,5.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,911.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,5.0,1
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,909.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,655.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,52.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,5.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,911.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,5.0,1
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,909.0,1
997.specrand_fr,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,1
997.specrand_fr,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,1
998.specrand_is,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,1
998.specrand_is,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,1
996.specrand_fs,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,1
996.specrand_fs,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,1
999.specrand_ir,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,1
999.specrand_ir,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,1
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,107.0,2
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,115.0,2
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,1.0,2
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,104.0,2
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,1.0,2
657.xz_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,451.0,2
619.lbm_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,11.0,2
605.mcf_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1.0,2
605.mcf_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,25.0,2
605.mcf_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,75.0,2
538.imagick_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,402.0,2
538.imagick_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,297.0,2
538.imagick_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1373.0,2
538.imagick_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,7083.0,2
541.leela_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,89.0,2
541.leela_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,99.0,2
541.leela_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,193.0,2
541.leela_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,611.0,2
641.leela_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,89.0,2
641.leela_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,99.0,2
641.leela_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,193.0,2
641.leela_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,611.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,411.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,157.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1127.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,2
511.povray_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,5816.0,2
505.mcf_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1.0,2
505.mcf_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,25.0,2
505.mcf_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,75.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,2078.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1794.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,77.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7593.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,77.0,2
602.gcc_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,23644.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,105.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,11.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,126.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,2
631.deepsjeng_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,186.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,84.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,15.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,4.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,419.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,4.0,2
544.nab_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,910.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,107.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,115.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,1.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,104.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,1.0,2
557.xz_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,451.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,105.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,11.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,2.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,126.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,2.0,2
531.deepsjeng_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,186.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,137.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,280.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,3.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1913.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,3.0,2
620.omnetpp_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,2594.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,7001.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,3828.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,6.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,10604.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,6.0,2
510.parest_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,42509.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,137.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,280.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,3.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1913.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,3.0,2
520.omnetpp_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,2594.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,391.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,695.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,2038.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,2
500.perlbench_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9993.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,391.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,695.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,2038.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,2
600.perlbench_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9993.0,2
519.lbm_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,11.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,16224.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1628.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,14.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7389.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,14.0,2
526.blender_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,21450.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,2078.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1794.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,77.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,7593.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,77.0,2
502.gcc_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,23644.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,1223.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1096.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,3271.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,2
523.xalancbmk_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9655.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,1223.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,1096.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,7.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,3271.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,7.0,2
623.xalancbmk_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,9655.0,2
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,138.0,2
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,203.0,2
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,163.0,2
508.namd_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4319.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,655.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,52.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,5.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,911.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,5.0,2
625.x264_s,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,909.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNBlocks,655.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNEqProp,52.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNInstr,5.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,911.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNPRE,5.0,2
525.x264_r,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,909.0,2
997.specrand_fr,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,2
997.specrand_fr,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,2
998.specrand_is,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,2
998.specrand_is,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,2
996.specrand_fs,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,2
996.specrand_fs,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,2
999.specrand_ir,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNLoad,1.0,2
999.specrand_ir,ns3978931,GVNPRE,1,0,,pbqp,gvn.NumGVNSimpl,4.0,2
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNAvoidedSortedLeaderChanges,4956.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNBlocksDeleted,78.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNDeadStores,4.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNInstrDeleted,119.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNLeaderChanges,18096.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNMaxIterations,217.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNOpsSimplified,5688.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNPHIOfOpsCreated,305.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNPHIOfOpsEliminations,178.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNPhisAllSame,39340.0,0
500.perlbench_r,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNSortedLeaderChanges,18272.0,0
600.perlbench_s,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNAvoidedSortedLeaderChanges,4956.0,0
600.perlbench_s,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNBlocksDeleted,78.0,0
600.perlbench_s,ns3978931,NewGVN,1,0,opt,fast,newgvn.NumGVNDeadStores,4.0,0
